"Gender","Age","NumEnq","ExistCust","CCother","OutBal","Prov","AppMethod","Income","RecDef","PD_groups"
5e-04,9e-04,0.7873,0.2506,8e-04,0.0019,9e-04,6e-04,0.0012,8e-04,0.0944
1e-04,7e-04,0.8185,0.2508,1e-04,Inf,5e-04,2e-04,8e-04,3e-04,0.0875
2e-04,0.0018,0.8129,0.2443,4e-04,Inf,0.0015,4e-04,8e-04,4e-04,0.0905
0,9e-04,0.8261,0.2606,3e-04,Inf,0.0011,7e-04,0.001,3e-04,0.0985
1e-04,7e-04,0.7908,0.2578,4e-04,0.0013,9e-04,1e-04,8e-04,7e-04,0.0872
0,1e-04,0.7663,0.2578,7e-04,3e-04,0.0014,5e-04,2e-04,9e-04,0.0922
0,0.001,0.7984,0.2425,4e-04,9e-04,0.0014,0.001,7e-04,2e-04,0.0852
5e-04,4e-04,0.8043,0.2512,2e-04,7e-04,6e-04,3e-04,0.0015,3e-04,0.0936
2e-04,1e-04,0.8072,0.2567,3e-04,0.0012,4e-04,0,9e-04,3e-04,0.0915
0,8e-04,0.7936,0.2502,7e-04,0.002,7e-04,1e-04,3e-04,1e-04,0.0935
1e-04,7e-04,0.7703,0.2384,3e-04,6e-04,0.0017,2e-04,0.0013,3e-04,0.0857
1e-04,5e-04,0.8133,0.2613,2e-04,0.002,4e-04,4e-04,0.001,3e-04,0.0916
2e-04,6e-04,0.8172,0.25,6e-04,4e-04,0.0013,3e-04,0.0015,2e-04,0.0904
0,0.0011,0.7994,0.2484,5e-04,Inf,0.0013,0.001,0.0014,1e-04,0.0991
1e-04,7e-04,0.794,0.2472,7e-04,Inf,0.0019,9e-04,0.001,7e-04,0.0946
1e-04,8e-04,0.7824,0.2504,8e-04,0.0017,0.003,6e-04,0.0013,1e-04,0.0894
2e-04,9e-04,0.804,0.2667,0.0012,Inf,0.0014,5e-04,0.0017,7e-04,0.0917
2e-04,0.0012,0.791,0.2594,8e-04,Inf,0.0018,0.0011,0.0014,3e-04,0.0933
3e-04,4e-04,0.8061,0.2602,3e-04,0.0013,5e-04,4e-04,7e-04,5e-04,0.1003
0,0.0011,0.7762,0.246,0.0014,0.002,0.0024,4e-04,0.0019,3e-04,0.0868
0,7e-04,0.8065,0.2502,6e-04,Inf,0.0012,3e-04,6e-04,3e-04,0.0988
1e-04,0.0016,0.812,0.2667,2e-04,7e-04,0.0013,9e-04,0.0017,5e-04,0.0875
1e-04,0.0014,0.81,0.2606,0.0011,0.001,0.0015,0.001,0.001,0.0012,0.0937
0,0.0014,0.8247,0.2602,5e-04,Inf,0.0015,0.001,3e-04,5e-04,0.0928
3e-04,0.0011,0.8162,0.2611,1e-04,0.0012,0.002,8e-04,6e-04,2e-04,0.0917
0.0014,4e-04,0.7777,0.2535,5e-04,5e-04,9e-04,2e-04,7e-04,6e-04,0.0839
2e-04,0.0013,0.7857,0.248,2e-04,3e-04,0.0015,7e-04,6e-04,1e-04,0.0924
2e-04,1e-04,0.7699,0.2462,9e-04,Inf,0.001,2e-04,3e-04,0,0.0838
2e-04,7e-04,0.8117,0.2571,1e-04,8e-04,0.001,2e-04,3e-04,6e-04,0.0966
0,0.0012,0.7765,0.2619,2e-04,6e-04,0.0014,5e-04,2e-04,8e-04,0.094
1e-04,5e-04,0.8107,0.2615,2e-04,0.001,4e-04,1e-04,6e-04,5e-04,0.0941
0,0.0016,0.8287,0.265,0.0014,Inf,0.0014,7e-04,0.001,0.0011,0.1049
0,9e-04,0.8139,0.2588,4e-04,0.0015,0.0011,3e-04,9e-04,4e-04,0.0929
0,0.0011,0.8031,0.2621,0.0018,Inf,0.002,9e-04,0.0011,8e-04,0.1073
4e-04,0.0012,0.7907,0.259,6e-04,0.0014,0.0013,9e-04,3e-04,5e-04,0.0939
0,0.0016,0.8042,0.2621,7e-04,2e-04,0.0015,0.0012,0.0011,6e-04,0.0923
0,6e-04,0.7911,0.2615,2e-04,Inf,0.0015,2e-04,4e-04,8e-04,0.0884
3e-04,4e-04,0.8137,0.2617,1e-04,0.0012,6e-04,1e-04,2e-04,1e-04,0.0963
0,9e-04,0.818,0.2617,8e-04,Inf,0.0012,6e-04,0.0013,0.0016,0.0975
0,4e-04,0.7507,0.234,2e-04,Inf,8e-04,4e-04,0.001,4e-04,0.0867
0,0.0019,0.8036,0.2656,0.0011,9e-04,0.0023,0.0018,0.001,0.0017,0.0942
0,5e-04,0.7745,0.2494,9e-04,2e-04,0.0016,8e-04,0.0012,4e-04,0.0878
0,7e-04,0.788,0.2573,9e-04,0.0022,0.0016,4e-04,7e-04,6e-04,0.09
1e-04,6e-04,0.7798,0.2584,6e-04,Inf,0.0013,3e-04,1e-04,3e-04,0.0939
4e-04,1e-04,0.8313,0.2545,2e-04,5e-04,0.0011,1e-04,3e-04,2e-04,0.0987
0,9e-04,0.7689,0.2411,7e-04,Inf,0.0021,5e-04,7e-04,4e-04,0.0826
0,0.0011,0.7915,0.2698,6e-04,0.001,0.0017,9e-04,4e-04,5e-04,0.1032
0,8e-04,0.8107,0.2742,6e-04,Inf,8e-04,4e-04,3e-04,2e-04,0.0992
1e-04,4e-04,0.7603,0.246,0.0018,Inf,0.0026,0.0014,0.0018,4e-04,0.0887
3e-04,0.0014,0.8111,0.2658,8e-04,Inf,0.0014,0.0013,6e-04,2e-04,0.1018
2e-04,0.0012,0.7736,0.2472,5e-04,Inf,0.0016,1e-04,0.0012,3e-04,0.0872
4e-04,0.0016,0.7803,0.2648,8e-04,Inf,0.0026,0.0016,6e-04,0.0012,0.0894
0,6e-04,0.8132,0.2449,1e-04,0.0011,5e-04,1e-04,0.001,8e-04,0.0985
0,0.0011,0.7872,0.2468,7e-04,9e-04,0.0016,6e-04,5e-04,3e-04,0.0844
1e-04,0.0013,0.7967,0.2488,7e-04,Inf,0.0014,6e-04,0.0018,4e-04,0.0874
2e-04,0.0017,0.7973,0.2535,5e-04,5e-04,9e-04,7e-04,0.0018,0.0011,0.0917
6e-04,8e-04,0.8071,0.2516,3e-04,Inf,0.001,5e-04,0.0011,8e-04,0.0759
